"","Instrument_name","Keywords","Keyword_count","Keyword_respondents","Categories","Priority_scores","Times_mentioned","Respondents","Cohort"
"539","46_Labour and birth","birth,pregnancy,a term,apgar score,bevaltrauma,borstvoeding,childbirth,duration pregnancy,early child birth,keizersnede,labour questionnaire,mentale en lichamelijke gezondheid moeder en baby,prematuur,thuis of ziekenhuis bevalling","2,2,1,1,1,1,1,1,1,1,1,1,1,1",2,"Physiology,zwangerschap,pre en postnatale periode,NA","0.5,0.33,0.17,0","1,1,1,208",2,"YOUth"
"540","47_Length, head circumference, weight and vaccinations","growth,anthropometry,body meassures,body measures,medical data,medical information,medical questionnaire,physical characteristics,physical data,physical development,physical information,weight","2,1,1,1,1,1,1,1,1,1,1,1",5,"Physical health,Physiology,physical database,Lifestyle,physical growth/development,Parenting,NA","0.5,0.28,0.08,0.06,0.06,0.03,0","4,2,1,1,1,1,208",6,"YOUth"
"541","48_Lifestyle (DEMO, LFST).","lifestyle,questionnaire,addiction,adversity,alcohol,daily life,drugs,exposure,habits,health,illness,maternal health,medication use,pregnancy,prenatal development,prenatal exposure,problems,self-report,sickness,smoking,substance abuse","2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",3,"Lifestyle,Physical health,Physiology,Mental health,NA","0.43,0.34,0.12,0.1,0","3,3,2,2,210",3,"YOUth"
"542","49_List of longterm stressful life events","stress,life events,chronic,demographics,early life stress,life history,longterm,questionnaire,self-report,strain,stressful life events,stressor,trauma","4,3,1,1,1,1,1,1,1,1,1,1,1",5,"Life history,Mental health,Demographics,stress,Social and emotional development,questionnaire,Physical health,Lifestyle,NA","0.5,0.17,0.08,0.08,0.07,0.04,0.03,0.03,0","4,3,1,1,1,1,1,1,208",5,"YOUth"
"543","5_Alabama Parenting Questionnaire (APQ)","parenting,discipline,parental involvement,questionnaire","2,1,1,1",2,"Parenting,NA","1,0","3,210",3,"YOUth"
"544","50_Looking While Listening","looking behavior,visual processing,attention,eye tracking,eyetracking,images,language,language development,language processing,objects,saccades,viewing behavior,visual world paradigm,words","2,2,1,1,1,1,1,1,1,1,1,1,1,1",3,"Cognition,Social cognition and behavior,Social and emotional development,neural processing,eyetracking,looking behavior,experiment,NA","0.3,0.26,0.11,0.11,0.1,0.07,0.06,0","2,2,1,1,1,1,1,206",3,"YOUth"
"545","51_Major life events","life events,stress,adversity,demographics,trauma","2,2,1,1,1",3,"Life history,stress,Demographics,Mental health,environmental factors ,questionnaire,NA","0.42,0.22,0.13,0.08,0.08,0.07,0","2,2,1,1,1,1,206",3,"YOUth"
"546","52_Media use","gaming,social media,media use,computer games,development,games,mental health,online behaviour,online connection,questionnaire,social media use","3,3,2,1,1,1,1,1,1,1,1",4,"Lifestyle,media  use,Social cognition and behavior,Personality,Mental health,media lifestyle,Social and emotional development,NA","0.36,0.25,0.16,0.08,0.07,0.04,0.04,0","3,1,2,1,1,1,1,208",4,"YOUth"
"547","53_Movies and series (FVL-2)","media use,demographics,media behavior,media preference","2,1,1,1",2,"media use,Lifestyle,Demographics,Personality,questionnaire,NA","0.47,0.22,0.13,0.11,0.07,0","2,1,1,1,1,207",3,"YOUth"
"548","54_NEO-Five Factor Inventory-3 (NEO-FFI-3)","personality,big five (?)","2,1",2,"Personality,questionnaire,NA","0.89,0.11,0","3,1,209",3,"YOUth"
"549","55_Network Relationships Inventory - Short Form (NRI-SF)","parenting,relationships,band met omgeving,kwaliteit omgevingsrelaties,network relationships inventory,nri-sf,relations,relationship quality,siblings,social environment,social network,social relations","2,2,1,1,1,1,1,1,1,1,1,1",5,"Social and emotional development,Parenting,Social cognition and behavior,relations,Lifestyle,social environment,Life history,NA","0.39,0.27,0.11,0.1,0.08,0.03,0.02,0","5,2,2,1,1,1,1,208",5,"YOUth"
"550","56_Nijmeegse Opvoedvragenlijst (NOV)","hechting,nov,opvoederschap,opvoedingsstijl,opvoedingsstrategieen,ouderschap,repsonsiviteit,straffen en belonen","1,1,1,1,1,1,1,1",1,"Parenting,Social and emotional development,NA","0.83,0.17,0","2,1,210",2,"YOUth"
"551","57_Nijmeegse Ouderlijke Stress Index (NOSI)/Parental Stress Index (PSI)","parental stress,ae (adverse childhood event),attitude,beleving,bronfenbrenner,competentie,depressie,diagnostiek,gedrag,gehechtheid,gezin,gezondheid,kinddomein,kindermishandeling,krachtbronnen,nosi,opvoeding,ouder-kind relatie,ouderdomein,ouderlijke stress,parental competence,parental self-efficacy,partnerrelatie,preventie kindermishandeling,preventie trauma,psi,questionnaire,relatie,risicofactoren,sociaal-emotionele ontwikkeling,sociaal netwerk,steun,stress,trauma","2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",3,"Parenting,Mental health,parental cognitions,ouder-kind interactie,Physiology,Social cognition and behavior,Social and emotional development,Lifestyle,NA","0.44,0.17,0.11,0.08,0.06,0.06,0.06,0.03,0","3,2,1,1,1,1,1,1,208",3,"YOUth"
"552","58_Parent child interaction (PCI)","child,communication,compliance,conflict,cooperation,coping,interaction,observation,parent,parent-child relationship,parent child interaction,parent child relationship,parental authority,parental behavior,parenting,play,social interaction","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",3,"Parenting,Social cognition and behavior,parent-child relationship,Social and emotional development,communication,observation,Personality,NA","0.3,0.23,0.13,0.13,0.1,0.07,0.05,0","3,2,1,2,1,1,1,207",3,"YOUth"
"553","59_Parental Control Scale (PCS)","discipline,parent-child relationship,parental authority,parental control,parenting","1,1,1,1,1",1,"Parenting,Social and emotional development,Personality,Cognition,NA","0.33,0.33,0.17,0.17,0","1,1,1,1,210",1,"YOUth"
"554","6_Anatomy experiment (MRI)","brain development,mri,anatomy,brain,brain anatomy,brain structure,imaging,morphology,neural development,neuroimaging,smri,strucutral mri","2,2,1,1,1,1,1,1,1,1,1,1",3,"Physiology,neuroimaging,brain development,Physical health,Mental health,NA","0.39,0.33,0.11,0.08,0.08,0","2,1,1,1,1,208",3,"YOUth"
"555","60_Parenting Dimensions Inventory (PDI)","parenting dimensions,questionnaire,child development,inventory,parenting,parenting style,self-report","2,2,1,1,1,1,1",2,"Parenting,Lifestyle,Personality,Social cognition and behavior,Social and emotional development,NA","0.63,0.12,0.11,0.1,0.03,0","3,2,1,1,1,210",3,"YOUth"
"556","61_Peabody Picture Vocabulary Task (PPVT)","child,computer task,language,pictures,receptive language,receptive language skills,receptive vocabulary,vocabulary,words","1,1,1,1,1,1,1,1,1",2,"Social and emotional development,receptive language,Social cognition and behavior,receptive vocabulary,Cognition,computer task,NA","0.25,0.25,0.17,0.17,0.08,0.08,0","1,1,1,1,1,1,207",2,"YOUth"
"557","62_Penn Emotion Recognition test","emotion recognition,emotional development,affective processing,emotion,emotion processing,emotions,empathy,expressions,face processing,penn emotion recognition test,social cognition","2,2,1,1,1,1,1,1,1,1,1",5,"Social and emotional development,Social cognition and behavior,Cognition,experiment,Mental health,NA","0.4,0.33,0.17,0.07,0.03,0","5,4,3,1,1,209",5,"YOUth"
"558","63_Penn Motor Praxis test",",motor development,penn motor praxis task,praxis,sensorimotor ability,sensory motor development,sensory motor integration","1,1,1,1,1,1,1",2,"Cognition,motor development,sensory motor development,Physical health,Mental health,NA","0.33,0.25,0.17,0.12,0.12,0","1,1,1,1,1,208",2,"YOUth"
"559","64_Penn Word Memory test","memory,cognitive control,language,measure,recall,task,test,verbal,verbal memory,verbs,words","2,1,1,1,1,1,1,1,1,1,1",2,"Cognition,verbal memory,frontal lobe function,NA","0.67,0.22,0.11,0","3,1,1,208",3,"YOUth"
"560","65_Periconceptual health","birth,health,periconceptual health,pregnancy,14 weeks before and 10 weeks after conception,before and after conception,behaviour during periconceptual,critical period,critical window,eerste 1000 dagen,expectations,fears,fertility,fetal growth,fetal health,infertility,ivf/iui,kinderwens,lifestyle,medical,ongewenste zwangerschap,parental health,perinatal","2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",3,"Physical health,Mental health,Lifestyle,Life history,periconceptual health,pregnancy,Parenting,Physiology,NA","0.34,0.18,0.15,0.15,0.07,0.05,0.03,0.03,0","3,2,2,2,1,1,1,1,208",3,"YOUth"
"561","66_Portrait values questionnaire - revised (PVQ-RR)","care and security,character,dependability,humility,karaktertrekken,normen en waarden,openess to change,personal values,personality,pvq-rr,questionnaire,schwartz,stimulation,theory of values,tradition,universalism,value,values","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",2,"Personality,Lifestyle,Social cognition and behavior,Parenting,Life history,Social and emotional development,NA","0.37,0.23,0.22,0.1,0.05,0.03,0","2,2,2,1,1,1,210",2,"YOUth"
"562","67_Pubertal development scale (PDS)","puberty,development,gender,gender development,hormones,physical development,physical health,pubertal development,sex,sexe","2,1,1,1,1,1,1,1,1,1",4,"physical development,Physiology, pubertal development ,Physical health,gender development,Social and emotional development,questionnaire,NA","0.28,0.2,0.2,0.13,0.08,0.07,0.04,0","2,1,1,1,1,1,1,205",5,"YOUth"
"563","68_Quick Big Five (QBF)","personality,agreeableness,conscientiousness,extraversion,neuroticism,openness to experience,personality trait dimensions,personality traits questionnaire,quick big five","2,1,1,1,1,1,1,1,1",3,"Personality,Mental health,questionnaire,Social cognition and behavior,Social and emotional development,NA","0.61,0.11,0.11,0.08,0.08,0","3,1,1,1,1,209",3,"YOUth"
"564","69_Reading behavior (FVL-1)","analyse leesgedrag,avi,begrijpend lezen,bibliotheek,cognition,emotionele ontwikkeling,geletterdheid,language,lees aanbod,lees achterstand,lees attitude,lees bevordering,lees en leer prestaties,lees motivatie,lees vaardigheid,lees voorbeeld,leesgedrag ouders,leesonderwijs,leesvaardigheid,lezen,ouder-kind interactie,prentenboek,schoolse vaardigheden,taalbegrip,taalontwikkeling,voorlezen,woordenschat","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",2,"reading,Cognition,language,media use,taalontwikkeling,questionnaire,Parenting,Lifestyle,Social cognition and behavior,Social and emotional development,ouder-kind interactie ,NA","0.22,0.13,0.13,0.11,0.08,0.07,0.06,0.06,0.06,0.06,0.03,0","1,1,1,1,1,1,1,1,1,1,1,204",3,"YOUth"
"565","7_Behavior Questionnaire (IBQ-R SF, ECBQ, CBQ, TMCQ)","temperament,behavior,child,control,coping,emotion regulation,emotions,personality,questionnaire,self-regulation","2,1,1,1,1,1,1,1,1,1",2,"Social and emotional development,self-regulation,Personality,NA","0.5,0.33,0.17,0","2,1,1,209",2,"YOUth"
"566","70_Resting state experiment (rsMRI)","brain connectivity,brain acitivity,brain connectivity development,brain functioning,brain networks,functional mri,resting state,resting state mri","2,1,1,1,1,1,1,1",2,"Physiology,brain development,Cognition,brain functioning,NA","0.33,0.33,0.25,0.08,0","2,1,1,1,208",2,"YOUth"
"567","71_Sleep self report (SSR)","sleep,child,problematic sleep,questionnaire,self report questionnair,sleep behaviour,sleep development,sleeping behavior","3,1,1,1,1,1,1,1",3,"Lifestyle,Physical health,Physiology,Mental health,NA","0.33,0.25,0.22,0.19,0","3,2,1,2,210",3,"YOUth"
"568","72_Social Responsiveness Scale for Adults (SRS-A)","autism,asd,autism spectrum,autistic traits,psychopathology,questionnaire,social cognition,social responsiveness,social skills,srs-a,subclinical traits","2,1,1,1,1,1,1,1,1,1,1",2,"Mental health,Social cognition and behavior,Social and emotional development,Personality,NA","0.42,0.33,0.17,0.08,0","2,2,2,1,210",2,"YOUth"
"569","73_Social Support List (SSL)","","",0,"Social and emotional development,NA","1,0","1,210",1,"YOUth"
"570","74_Spoken language in child's environment and Clinical Evaluation of Language Fundamentals (CELF-4 pragmatics)","language development,childhood,language acquisition,language input,pragmatics,questionnaire","2,1,1,1,1,1",2,"language development,Cognition,Social cognition and behavior,language,Social and emotional development,childhood,questionnaire,NA","0.25,0.17,0.17,0.17,0.08,0.08,0.08,0","1,1,1,1,1,1,1,206",2,"YOUth"
"571","75_Strengths and difficulties questionnaire (SDQ)","behavioral problems,social competence,,difficulties,emotionele problemen,externalizing problems,gedragsproblemen,hyperactiviteit/aandachtstekort,internalizing problems,kwaliteiten,peer relations,personality,problem behavior,problemen met leeftijdsgenoten,prosociaal gedrag,prosocial behavior,psychopathology,psychosocial development,psychosocial problems,psychosociale problematiek,questionnaire,screening,sdq,social cognition,social skills,strengths,vaardigheden,vroegsignalering","2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",5,"Social and emotional development,Personality,Mental health,Social cognition and behavior,psychosocial problems,Cognition,screening,vroegsignalering,NA","0.33,0.21,0.15,0.14,0.1,0.03,0.02,0.01,0","5,4,4,3,1,1,1,1,207",5,"YOUth"
"572","76_Teacher Report Form (TRF)","childhood,externalizing problems,internalizing problems,mental health,psychopathology,social and emotional development","1,1,1,1,1,1",2,"Mental health,psychosocial problems,Social and emotional development,psychopathology,questionnaire,childhood,NA","0.29,0.25,0.17,0.12,0.08,0.08,0","2,1,1,1,1,1,206",2,"YOUth"
"573","77_The Children's Behavior Questionnaire (CBQ)","3-7 years,behavior,behavior questionnaire,cbq,child,child temperament questionnaire,childhood,development,effortful control (item) q.),emotional affectivity (item) questionnaire,extraversion (item)) q.,middle childhood,personality,self-regulation (item) questionnaire,temperament","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",2,"Social and emotional development,Personality,temperament child,Social cognition and behavior,Cognition,emotional development child,NA","0.33,0.32,0.13,0.1,0.08,0.03,0","2,2,1,1,1,1,208",2,"YOUth"
"574","78_The Early Childhood Behavior Questionnaire (ECBQ)","","",0,"NA","NaN","210",0,"YOUth"
"575","79_The Temperament in Middle Childhood Questionnaire (TMCQ)","temperament,middle childhood,personality,affect,aggression,behavioral control,development,effortful control,emotion,emotion regulation,psychology,questionnaire","3,2,2,1,1,1,1,1,1,1,1,1",4,"Personality,Social and emotional development,Social cognition and behavior,Mental health,NA","0.36,0.35,0.23,0.06,0","4,4,4,1,210",4,"YOUth"
"576","8_Behavioral inhibition scale (BIS) and risk behavior (substance (ab)use)","inhibition,risk behavior,self control,behavioral control,impulsivity,substance abuse,behavioural development,behavioural inhibition,bis,cognitive control,effortful control,frontal lobe,nervousness,peers. adolescent,personality,puberty,questionnaire,risk taking behaviour","3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1",4,"Personality,Mental health,Social cognition and behavior,Social and emotional development,Cognition,Lifestyle,self control,NA","0.35,0.21,0.12,0.12,0.08,0.06,0.04,0","4,2,2,2,1,1,1,209",4,"YOUth"
"577","80_Trust game","social cognition,prosocial behavior,trust,empathy,reciprocity,social behavior,social competence","3,2,2,1,1,1,1",3,"Social cognition and behavior,Social and emotional development,Personality,experiment,Cognition,NA","0.47,0.32,0.12,0.06,0.03,0","3,3,2,1,1,209",3,"YOUth"
"578","81_Utrechtse Coping Lijst (UCL)","coping,questionnaire,behavior,behavioural development,cognition,coping strategy,coping style,problems,self-report","2,2,1,1,1,1,1,1,1",2,"Social and emotional development,Personality,Social cognition and behavior,Cognition,NA","0.48,0.22,0.2,0.1,0","2,2,1,1,210",2,"YOUth"
"579","82_Wechsler Adult Intelligence Scale (WAIS) ","cognition,iq,adulthood,intelligence,intelligentieprofiel,iq test,perceptueel redeneren,tiq,verbaal begrip,verwerkingssnelheid.,wais,werkgeheugen","2,2,1,1,1,1,1,1,1,1,1,1",4,"Cognition,iq,intelligence,adulthood,NA","0.68,0.17,0.1,0.05,0","4,1,1,1,207",4,"YOUth"
"580","83_Wechsler Intelligence Scale for Children (WISC-III) ","intelligence,childhood,children,cognition,cognitive development,iq","2,1,1,1,1,1",3,"Cognition,iq,intelligence,cognitive development,childhood,NA","0.6,0.17,0.1,0.08,0.05,0","4,1,1,1,1,206",4,"YOUth"
"581","84_Wechsler Preschool and Primary Scale of Intelligence (WPPSI)","iq,,child,intelligence,iq measure","2,1,1,1,1",2,"Cognition,iq,intelligence,cognitive development,NA","0.44,0.22,0.22,0.11,0","3,1,1,1,207",3,"YOUth"
"582","85_Work demographics","achtergrondinformatie,dagelijks leven,leefomgeving,omgeving,opleidingsniveau,ses,werk","1,1,1,1,1,1,1",1,"Demographics,work environment,NA","0.67,0.33,0","1,1,209",1,"YOUth"
"583","9_Blood","dna,,biological material,biological measures,biological sample,biomedical material,blood,epigenetics,genetics,hereditary,hormones,venipuncture","2,1,1,1,1,1,1,1,1,1,1,1",2,"Physiology,Physical health,Lifestyle,NA","0.83,0.11,0.06,0","3,1,1,210",3,"YOUth"
"584","1_15-words task","","",0,"NA","NaN","210",0,"NTR"
"585","10_Autism-Tics, ADHD, and other Comorbidities inventory (A-TAC)","","",0,"NA","NaN","210",0,"NTR"
"586","100_Revised Conners' Parent Rating Scale (CPRS-R)","","",0,"NA","NaN","210",0,"NTR"
"587","101_Revised Conners' Teacher Rating Scale (CTRS-R)","","",0,"NA","NaN","210",0,"NTR"
"588","102_Revised Life Orientation Test (LOT-R)","","",0,"NA","NaN","210",0,"NTR"
"589","103_Revised NEO Five-Factor Inventory (NEO-FFI-R)","","",0,"NA","NaN","210",0,"NTR"
"590","104_Rosenberg self-esteem scale","","",0,"NA","NaN","210",0,"NTR"
"591","105_Saliva","","",0,"NA","NaN","210",0,"NTR"
"592","106_Saliva - biomarkers","","",0,"NA","NaN","210",0,"NTR"
"593","107_Satisfaction with Life Scale (SLS)","","",0,"NA","NaN","210",0,"NTR"
"594","108_School - Learning difficulties","","",1,"Cognition,Mental health,Social cognition and behavior,Social and emotional development,NA","0.4,0.3,0.2,0.1,0","1,1,1,1,210",1,"NTR"
"595","109_School - Results Performance","cognition,schooling","1,1",1,"Cognition,Social cognition and behavior,NA","0.67,0.33,0","1,1,210",1,"NTR"
"596","11_Balance Error Scoring System (BESS)","","",0,"NA","NaN","210",0,"NTR"
"597","110_School Situation","","",0,"NA","NaN","210",0,"NTR"
"598","111_Simon task","","",0,"NA","NaN","210",0,"NTR"
"599","112_Sleep - Sleep Habits","","",0,"NA","NaN","210",0,"NTR"
"600","113_Snellen Chart","","",1,"Physical health,NA","1,0","1,210",1,"NTR"
"601","114_Social Skills Rating System (SSRS)","","",0,"NA","NaN","210",0,"NTR"
"602","115_Strengths and Difficulties Questionnaire (SDQ)","","",0,"NA","NaN","210",0,"NTR"
"603","116_Strengths and Weaknesses of Attention-Deficit/Hyperactivity Disorder Symptoms and Normal Behavior Scale (SWAN)","","",0,"NA","NaN","210",0,"NTR"
"604","117_Stroop colour-word task","","",0,"NA","NaN","210",0,"NTR"
"605","118_Subjective Happiness Scale (SHS)","","",0,"NA","NaN","210",0,"NTR"
"606","119_Surgery_Anesthesia","","",0,"NA","NaN","210",0,"NTR"
"607","12_Binge Eating","","",0,"NA","NaN","210",0,"NTR"
"608","120_T1-weighted Magnetization Transfer Imaging (MTI)","brain structure,mri","1,1",1,"Physiology,Physical health,NA","0.67,0.33,0","1,1,210",1,"NTR"
"609","121_T2-weighted Magnetization Transfer Imaging (MTI)","","",0,"NA","NaN","210",0,"NTR"
"610","122_Tanner","adolescence,development,hormones,puberty,secondary sexual characteristics","1,1,1,1,1",1,"puberty,Physical health,adolescence,NA","0.5,0.33,0.17,0","1,1,1,208",1,"NTR"
"611","123_Teacher Report Form (TRF)","aseba,behavior problems,cbcl,externalizing,internalizing,psychopathology","1,1,1,1,1,1",1,"Mental health,Social and emotional development,NA","0.67,0.33,0","1,1,210",1,"NTR"
"612","124_Temperament Questions","","",0,"NA","NaN","210",0,"NTR"
"613","125_Toilet Training","","",1,"Social and emotional development,Mental health,Physical health,NA","0.5,0.33,0.17,0","1,1,1,210",1,"NTR"
"614","126_Tower of Hanoi","","",0,"NA","NaN","210",0,"NTR"
"615","127_Urine","","",0,"NA","NaN","210",0,"NTR"
"616","128_Urine - biomarkers","","",0,"NA","NaN","210",0,"NTR"
"617","129_Urine - collection","","",0,"NA","NaN","210",0,"NTR"
"618","13_Birth Questions","","",0,"NA","NaN","210",0,"NTR"
"619","130_Urine - GC-MS, OA","","",0,"NA","NaN","210",0,"NTR"
"620","131_Urine - LC-MS, Amines","","",0,"NA","NaN","210",0,"NTR"
"621","132_Urine- LC-MS, steroids","","",0,"NA","NaN","210",0,"NTR"
"622","133_Urine steroids","","",0,"NA","NaN","210",0,"NTR"
"623","134_Vaccinations","","",0,"NA","NaN","210",0,"NTR"
"624","135_VU_AMS","","",0,"NA","NaN","210",0,"NTR"
"625","136_Wechsler Abbreviated Scale of Intelligence (WASI)","","",0,"NA","NaN","210",0,"NTR"
"626","137_Wechsler Intelligence Scale for Children-III (WISC-III)","cognition,iq","1,1",1,"Cognition,NA","1,0","1,210",1,"NTR"
"627","138_Wellbeing","","",0,"NA","NaN","210",0,"NTR"
"628","139_Workdemographics parents","","",1,"Demographics,Life history,NA","0.67,0.33,0","1,1,210",1,"NTR"
"629","14_Blood Pressure","","",0,"NA","NaN","210",0,"NTR"
"630","140_Youth Self Report (YSR)","","",0,"NA","NaN","210",0,"NTR"
"631","141_Zygosity - resemblance","","",0,"NA","NaN","210",0,"NTR"
"632","15_Borg’s Rating of Perceived Exertion (RPE)","","",0,"NA","NaN","210",0,"NTR"
"633","16_Breastfeeding","","",0,"NA","NaN","210",0,"NTR"
"634","17_Brief Problem Monitor (BPM)","","",0,"NA","NaN","210",0,"NTR"
"635","18_Buccal - DNA methylation","","",0,"NA","NaN","210",0,"NTR"
"636","19_Buccal swab","","",0,"NA","NaN","210",0,"NTR"
"637","2_Aandachttekort Stoornis met Hyperactiviteit (ASH)","","",0,"NA","NaN","210",0,"NTR"
"638","20_Bullying Victimization","","",0,"NA","NaN","210",0,"NTR"
"639","21_Cantril ladder","","",0,"NA","NaN","210",0,"NTR"
"640","22_Car, Relax, Alone, Forget, Friends, Trouble (CRAFFT) Screening Test","","",0,"NA","NaN","210",0,"NTR"
"641","23_Charity","","",0,"NA","NaN","210",0,"NTR"
"642","24_Child Behavior Checklist (CBCL)","externalizing,internalizing,problem behavior,psychopathology","1,1,1,1",1,"Mental health,Social and emotional development,NA","0.67,0.33,0","1,1,210",1,"NTR"
"643","25_Child care","","",0,"NA","NaN","210",0,"NTR"
"644","26_Children’s Behavior Questionnaire (CBQ)","","",0,"NA","NaN","210",0,"NTR"
"645","27_Compulsive Internet Use Scale (CIUS)","","",1,"Mental health,Personality,NA","0.67,0.33,0","1,1,210",1,"NTR"
"646","28_Computerized Neuropsychological Testing System (WEBcnp)","","",0,"NA","NaN","210",0,"NTR"
"647","29_Conflict subscale from the Family Environment Scale (FES)","","",0,"NA","NaN","210",0,"NTR"
"648","3_ACTION - Vitamin","","",0,"NA","NaN","210",0,"NTR"
"649","30_Contraception Use","","",0,"NA","NaN","210",0,"NTR"
"650","31_Controlled Oral Word Association task (COWA)","","",0,"NA","NaN","210",0,"NTR"
"651","32_Corsi block-tapping task","executive function,lab test,memory,working memory","1,1,1,1",1,"Social cognition and behavior,memory,NA","0.67,0.33,0","1,1,209",1,"NTR"
"652","33_COSMED","","",0,"NA","NaN","210",0,"NTR"
"653","34_COVID Experience","","",0,"NA","NaN","210",0,"NTR"
"654","35_COVID Home Atmosphere","","",0,"NA","NaN","210",0,"NTR"
"655","36_COVID Home School","","",1,"Cognition,Social and emotional development,Parenting,NA","0.5,0.33,0.17,0","1,1,1,210",1,"NTR"
"656","37_COVID infection","","",0,"NA","NaN","210",0,"NTR"
"657","38_COVID Parenting","family background,rearing,upbringing","1,1,1",1,"Parenting,Social cognition and behavior,Social and emotional development,NA","0.5,0.33,0.17,0","1,1,1,210",1,"NTR"
"658","39_COVID Work demographics of parents","","",0,"NA","NaN","210",0,"NTR"
"659","4_Activation-Deactivation Adjective Checklist (ADACL)","","",0,"NA","NaN","210",0,"NTR"
"660","40_Demographics","","",0,"NA","NaN","210",0,"NTR"
"661","41_Dental Development","","",0,"NA","NaN","210",0,"NTR"
"662","42_Devereux Child Behavior (DCB) rating scale","","",0,"NA","NaN","210",0,"NTR"
"663","43_Diagnostic Interview Schedule (DIS)","","",0,"NA","NaN","210",0,"NTR"
"664","44_Dieting","","",0,"NA","NaN","210",0,"NTR"
"665","45_Diffusion Tensor Imaging (DTI)","","",0,"NA","NaN","210",0,"NTR"
"666","46_DNA - zygosity","","",0,"NA","NaN","210",0,"NTR"
"667","47_Dutch Life Event Scale (Schokverwerkings Inventarisatie Lijst)","","",0,"NA","NaN","210",0,"NTR"
"668","48_Dweck's forced-choice measure","","",0,"NA","NaN","210",0,"NTR"
"669","49_Edinburgh handedness Inventory (EHI)","","",0,"NA","NaN","210",0,"NTR"
"670","5_Adult Self Report (ASR)","","",0,"NA","NaN","210",0,"NTR"
"671","50_Emotionality, Activity, and Sociability (EAS) Temperament Survey for Children","","",0,"NA","NaN","210",0,"NTR"
"672","51_Eriksen flanker task","","",0,"NA","NaN","210",0,"NTR"
"673","52_Exercise Benefits/Barriers Scale (EBBS)","","",1,"Lifestyle,Physical health,NA","0.67,0.33,0","1,1,210",1,"NTR"
"674","53_Explosive strength","","",0,"NA","NaN","210",0,"NTR"
"675","54_EyeSight","","",0,"NA","NaN","210",0,"NTR"
"676","55_Family Composition","demographics,divorce,mutiple birth,sibship size","1,1,1,1",1,"Demographics,sibship size,Life history,twins,NA","0.4,0.3,0.2,0.1,0","1,1,1,1,208",1,"NTR"
"677","56_Family Situation","household,living situation","1,1",1,"Demographics,Life history,NA","0.67,0.33,0","1,1,210",1,"NTR"
"678","57_Feeling Scale","","",0,"NA","NaN","210",0,"NTR"
"679","58_Feelings","mental health,mood","1,1",1,"mood,Mental health,Social and emotional development,NA","0.5,0.33,0.17,0","1,1,1,209",1,"NTR"
"680","59_Flexibility","","",0,"NA","NaN","210",0,"NTR"
"681","6_Amsterdam Neuropsychological Tasks (ANT)","","",0,"NA","NaN","210",0,"NTR"
"682","60_fMRI","","",0,"NA","NaN","210",0,"NTR"
"683","61_Friendship","","",0,"NA","NaN","210",0,"NTR"
"684","62_GeneralHealth","","",0,"NA","NaN","210",0,"NTR"
"685","63_Genotyping","","",0,"NA","NaN","210",0,"NTR"
"686","64_Handedness","","",1,"Physiology,NA","1,0","1,210",1,"NTR"
"687","65_Handedness questionnaire","","",0,"NA","NaN","210",0,"NTR"
"688","66_Handgrip","","",0,"NA","NaN","210",0,"NTR"
"689","67_Health - Diseases","","",0,"NA","NaN","210",0,"NTR"
"690","68_Health - Diseases ACTION","","",0,"NA","NaN","210",0,"NTR"
"691","69_Health - Diseases birth","","",0,"NA","NaN","210",0,"NTR"
"692","7_Anthropometry","","",0,"NA","NaN","210",0,"NTR"
"693","70_Health - migraine","","",0,"NA","NaN","210",0,"NTR"
"694","71_Heart Rate","","",0,"NA","NaN","210",0,"NTR"
"695","72_Iowa gambling task (IGT)","","",1,"Mental health,NA","1,0","1,210",1,"NTR"
"696","73_Language Development","","",0,"NA","NaN","210",0,"NTR"
"697","74_Leisure Activities","","",0,"NA","NaN","210",0,"NTR"
"698","75_Life Event","","",0,"NA","NaN","210",0,"NTR"
"699","76_Lifestyle - Substance Use","","",0,"NA","NaN","210",0,"NTR"
"700","77_Lifestyle - Substance Use pregnancy","","",0,"NA","NaN","210",0,"NTR"
"701","78_Loneliness Scale","","",1,"Mental health,Demographics,Social and emotional development,NA","0.5,0.33,0.17,0","1,1,1,210",1,"NTR"
"702","79_McMaster Family Assessment Device - General Functioning Scale","","",0,"NA","NaN","210",0,"NTR"
"703","8_Apgar","early life,perinatal","1,1",1,"Physical health,NA","1,0","1,210",1,"NTR"
"704","80_Medication Supplement Use - pregnancy","","",0,"NA","NaN","210",0,"NTR"
"705","81_Medication Use","","",0,"NA","NaN","210",0,"NTR"
"706","82_Mental Rotations Test (MRT)","","",0,"NA","NaN","210",0,"NTR"
