"","Instrument_name","Keywords","Keyword_count","Categories","Priority_scores","Times_mentioned","Respondents","Cohort"
"450","Living situation","demographics,family composition,personal information","1,1,1","Demographics,NA","1,0","1,39",1,"RADAR"
"451","Month of birth","age,demograhics,demographics,personal information","1,1,1,1","Demographics,NA","1,0","1,39",1,"RADAR"
"452","Mother figure","demographics,family composition,personal information","2,1,1","Demographics,NA","1,0","1,39",1,"RADAR"
"453","Motor Development - Mijlpalen","developmental delay,motor control,motor development,physical development,physiology,standing,walking","1,1,1,1,1,1,1","general development ?,Life history,Physiology,Health,NA","0.33,0.25,0.25,0.17,0","1,1,1,1,38",2,"RADAR"
"454","Antisocial Process Screening Device (AP)","antisocial behavior,psychopathy,aggression,callousness,mental health,psychiatry,psychology,psychopathology","2,2,1,1,1,1,1,1","Health,mental health,Social competence,Personality and individual differences,NA","0.46,0.25,0.17,0.12,0","2,1,1,1,38",2,"RADAR"
"455","Network of Relationships Inventory (NRI)","conflict,interaction quality,parent-child relationship,parenting,personal relationships,relationship quality,relationships,social relationships,support","1,1,1,1,1,1,1,1,1","Parenting,NA","1,0","1,39",1,"RADAR"
"456","Nijmeegse Opvoedingsvragenlijst (NOV)","parent-child relationship,parenting,parent-child interaction,parental behaviors,parental responsiveness","2,2,1,1,1","Parenting,NA","1,0","1,39",1,"RADAR"
"457","Nijmeegse Ouderlijke Stress Index - Acceptance (NOSI-acc)","coping,parent-child relationship,parental cognitions,parenting,parenting stress,relationships,stress","1,1,1,1,1,1,1","Parenting,NA","1,0","1,39",1,"RADAR"
"458","Nijmeegse Ouderlijke Stress Index - Competence (NOSI-Com)","parent-child relationship,parental cognitions,parenting,parenting stress","1,1,1,1","Parenting,NA","1,0","1,39",1,"RADAR"
"459","Nonverbal communication tasks ","child behavior,cognition,communication,communication skills,development,observation,social competence,social interaction","1,1,1,1,1,1,1,1","Social competence,NA","1,0","1,39",1,"RADAR"
"460","Parental Care and Tenderness questionnaire (PCAT)","parenting,attachement,parent-child interaction,parent-child relationship,parental behavior","2,1,1,1,1","Parenting,Social competence,NA","0.67,0.33,0","2,1,39",2,"RADAR"
"461","Parental Dimensions Inventory (PDI)","parenting,parental behavior","2,1","Parenting,NA","1,0","1,39",1,"RADAR"
"462","Parental Management of Peers Inventory (PMPI)","parenting,peers,parental control","2,2,1","Parenting,NA","1,0","1,39",1,"RADAR"
"463","Parenting Practices (PP)","parenting,information management,parent-child relationships,parental behavior,parental control","2,1,1,1,1","Parenting,NA","1,0","1,39",1,"RADAR"
"464","Patiënten Gezondsheidsvragenlijst","depression,diagnosis,internalizing symptoms,mental health,mood,psychiatry,psycholgy,psychopathology","2,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"RADAR"
"465","Balanced Relatedness (BR)","interpersonal relationships,parenting,relationship quality,social competence","1,1,1,1","Social competence,Parenting,NA","0.83,0.17,0","2,1,39",2,"RADAR"
"466","Pill Use (PG)","birth control,contraception,demographics,health,health information,hormones,life history,personal information,pubertal development","1,1,1,1,1,1,1,1,1","Demographics,Health,Life history,NA","0.33,0.33,0.33,0","1,2,1,39",2,"RADAR"
"467","Police and Judicial Contact (PJ/PZ)","delinquency,crime,externalizing behavior,externalizing behaviors,judicial system,life situation,personal information,police","2,1,1,1,1,1,1,1","Life history,Health,mental health,Demographics,NA","0.5,0.25,0.17,0.08,0","2,2,1,1,38",2,"RADAR"
"468","Postpartum Bonding Scale (PBS)","parenting,attachement,depression,parent-child relationship,parent-infant interaction,parent-infant relationship,parental behavior","2,1,1,1,1,1,1","Parenting,mental health,Social competence,Health,NA","0.53,0.2,0.17,0.1,0","2,1,1,1,38",2,"RADAR"
"469","Prenatal development","pregnancy,antropometrics,birth,child development,demographics,health,personal information,prenatal development","2,1,1,1,1,1,1,1","Health,Life history,Physiology,Demographics,NA","0.43,0.2,0.2,0.17,0","2,1,1,1,39",2,"RADAR"
"470","Proactive/Reactive Aggression (PRA)","aggression,direct aggression,externalizing behavior,externalizing behaviors,indirect aggression,physical aggression,proactive aggression,psycholgy,psychopathology,reactive aggression,social interaction,verbal aggression,victimization","1,1,1,1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"RADAR"
"471","Prosocial behavior","behavior,prosocial behaviour,social behavior,social competence,social development,social interaction","1,1,1,1,1,1","mental health,Health,Social competence,NA","0.5,0.25,0.25,0","1,1,1,38",1,"RADAR"
"472","Psychological Control Scale (PCS-YSR)","parent-child relationship,parenting,control,parental behavior","2,2,1,1","Parenting,Social competence,NA","0.83,0.17,0","2,1,39",2,"RADAR"
"473","Pubertal Development Scale (PU)","development,growth,health,personal information,physical development,puberty,secondary sexual characteristics","1,1,1,1,1,1,1","Physiology,general development,Health,Demographics,NA","0.5,0.25,0.17,0.08,0","1,1,1,1,38",2,"RADAR"
"474","Public speaking","stress,emotion,internalizing psychopathology,social anxiety,social behavior,social evaluation,stress reactivity","2,1,1,1,1,1,1","Social competence,Personality and individual differences,Physiology,Health,NA","0.5,0.2,0.2,0.1,0","1,1,1,1,39",2,"RADAR"
"475","Rejection Sensitivity Questionnaire (RSQ)","anxiety,interpersonal problems,personality,rejection,social interaction","1,1,1,1,1","Personality and individual differences,NA","1,0","1,39",1,"RADAR"
"476","Behavioral Inhibition Scale/Behavioral Activation Scale (BIS/BAS)","personality,temperament,inhibition,motivation","2,2,1,1","Personality and individual differences,NA","1,0","2,39",2,"RADAR"
"477","Religious belief","demographics,lifestyle,personal information,religion","2,1,1,1","Demographics,Lifestyle,NA","0.75,0.25,0","2,1,39",2,"RADAR"
"478","Reynolds Adolescent Depression Scale (RADS) ","depression,affect,angedonia,anxiety,diagnosis,dysphoria,internalizing symptoms,mental health,mood,psychiatry,psychology,psychopathology,self image","2,1,1,1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"RADAR"
"479","Saliency importance of friends/Perception similarity friends (SA)","peers,delinquency,education,friendships,peer relationships,perception,relationships,social competence","2,1,1,1,1,1,1,1","Social competence,Personality and individual differences,NA","0.83,0.17,0","2,1,39",2,"RADAR"
"480","Saliva to assess DNA and DNA methylation","genetics,biological markers,dna,epigenetics,omics,saliva","2,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"RADAR"
"481","School Performance (SV)","academic achievement,cognition,education,performance,school functioning","1,1,1,1,1","Demographics,Life history,NA,school & career","0.67,0.33,0,0","1,1,38,1",1,"RADAR"
"482","Screen for Child Anxiety Related Emotional Disorders (SCARED)","anxiety,diagnosis,internalizing symptoms,mental health,panic,phobias,psychiatry,psychology,psychopathology,stress","2,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"RADAR"
"483","Self-concept Clarity Scale (SCC)","identity,personality,self-concept,self image","1,1,1,1","Personality and individual differences,identity,Cognition,NA","0.5,0.33,0.17,0","1,1,1,38",2,"RADAR"
"484","Self-Efficacy in the Nurturing Role (SENR)","nurturing,parental cognition,parenting,parenting self-efficacy,self efficacy","1,1,1,1,1","Parenting,NA","1,0","1,39",1,"RADAR"
"485","Sex","demographics,gender,personal information,sex","2,1,1,1","Demographics,NA","1,0","1,39",1,"RADAR"
"486","Sexuality (SX)","demographics,personal information,physical development,sexual development,sexual experiences,sexuality","1,1,1,1,1,1","Demographics,Lifestyle,Health,NA","0.67,0.25,0.08,0","2,1,1,39",2,"RADAR"
"487","Big Five (BF)","temperament,agreeableness,conscientiousness,emotional stability,extraversion,introversion,personality,personality traits,risk seeking","2,1,1,1,1,1,1,1,1","Personality and individual differences,NA","1,0","2,39",2,"RADAR"
"488","sibling participating","demographics,family composition,out","1,1,1","Demographics,NA","1,0","1,39",1,"RADAR"
"489","Stop Signal Task","cognition,cognitive development,cognitive functioning,executive functioning,impulse control,impulsivity,inhibition,response inhibition","1,1,1,1,1,1,1,1","Cognition,NA","1,0","1,39",1,"RADAR"
"490","Strengths and Difficulties Questionnaire-Peer Relationships (SDQ-Peer)","peers,adhd,anxiety,conduct disorder,depression,externalizing,internalizing,oppositional defiant disorder,peer interaction,psychiatry,psychology,social behavior,social interaction","2,1,1,1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"RADAR"
"491","Strengths and Difficulties Questionnaire-Prosocial (SDQ-Prosocial)","peers,behavior,peer interaction,prosocial behavior,relationships,social behavior,social interaction","2,1,1,1,1,1,1","mental health,Health,Social competence,NA","0.5,0.25,0.25,0","1,1,1,38",1,"RADAR"
"492","Substance Use (SU)","addiction,substance use,alcohol,cigarettes,drugs,lifestyle,mental health,psychopathology,smoking,substance abuse,weed","2,2,1,1,1,1,1,1,1,1,1","Lifestyle,Life history,mental health,NA","0.5,0.25,0.25,0","1,1,1,38",1,"RADAR"
"493","Substance Use during Pregnancy","pregnancy,substance use,addiction,alcohol,child development,cigarettes,demographics,hard drugs,lifestyle,mental health,personal information,smoking,soft drugs,substance abuse","2,2,1,1,1,1,1,1,1,1,1,1,1,1","Health,Life history,Demographics,Lifestyle,mental health,NA","0.33,0.25,0.17,0.17,0.08,0","1,1,1,1,1,38",2,"RADAR"
"494","Temperament and Emotion Regulation (IBQ)","temperament,behavior,behavioral control,emotion regulation,infant behavior,personality","2,1,1,1,1,1","Personality and individual differences,NA","1,0","1,39",1,"RADAR"
"495","Temperament, Emotion Regulation, Impulsivity, Inhibitory Control (ECBQ-S, CBQ)","temperament,behavioral control,child behavior,development,emotion regulation,impulsivity,inhibition,personality","2,1,1,1,1,1,1,1","Personality and individual differences,NA","1,0","1,39",1,"RADAR"
"496","Time Spent with Others (TI)","leisure time,peers,relationships,social competence,social interaction,social relationships","1,1,1,1,1,1","Social competence,Lifestyle,NA,social interaction","0.67,0.33,0,0","1,1,38,1",1,"RADAR"
"497","Triangular Love Scale (TL)","commitment,intimacy,intimate relationship,relationship quality,relationships,romantic interaction,romantic relationship,romantic relationships,social competence","1,1,1,1,1,1,1,1,1","Social competence,social interaction,NA","0.67,0.33,0","2,1,38",2,"RADAR"
"498","CHAOS Questionnaire","choas,cleaning,environment,family,hoarding,home environment,structure","1,1,1,1,1,1,1","Parenting,Lifestyle,Demographics,Life history,NA","0.42,0.25,0.17,0.17,0","2,1,1,1,39",2,"RADAR"
"499","U-MICS (Best friend)","friendships,identity,peers,social competence","1,1,1,1","Social competence,NA,identity","1,0,0","1,38,1",1,"RADAR"
"500","U-MICS (Partner)","commitment,identity,relationships,romantic relationship,social competence","1,1,1,1,1","Social competence,NA,identity","1,0,0","1,38,1",1,"RADAR"
"501","U-MICS (School)","commitment,education,identity,school","1,1,1,1","Personality and individual differences,NA,identity","1,0,0","1,38,1",1,"RADAR"
"502","U-MICS (Work)","commitment,demographics,identity,motivation,work","1,1,1,1,1","Personality and individual differences,NA,identity","1,0,0","1,38,1",1,"RADAR"
"503","Victimization (Slachtofferschap, SS)","aggression,victimization,abuse,delinquency,health,peer interaction,social interaction,trauma","2,2,1,1,1,1,1,1","mental health,Health,Life history,Social competence,NA","0.33,0.25,0.25,0.17,0","1,2,1,1,38",2,"RADAR"
"504","Wechsler Intelligence Scale for Children (WISC)","cognition,intelligence,cognitive development,executive functioning,problem solving,spatial reasoning","2,2,1,1,1,1","Cognition,NA","1,0","1,39",1,"RADAR"
"505","Workpresentation (WP)","career success,demographics,motivation,work,work achievement,work functioning","1,1,1,1,1,1","Demographics,Life history,NA,school & work","0.5,0.5,0,0","1,1,38,1",1,"RADAR"
"506","Year of birth","demographics,age","2,1","Demographics,NA","1,0","1,39",1,"RADAR"
"507","Youth Self-Report (YSR) ","adhd,aggression,anxiety,depression,developmental psychology,diagnosis,disruptive behavior,externalizing behavior,externalizing symptoms,internalizing behavior,mental health,problem behavior,psychiatry,psychology,psychopathology","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"RADAR"
"508","Adolescent Social Connections and Coping during COVID-19 Questionnaire - Social connections and Prosocial","covid-19,prosocial behavior","1,1","covid-19,Life history,NA","0.75,0.25,0","1,1,38",1,"LCID"
"509","Cheating - Word puzzle","","","NA","NaN","39",0,"LCID"
"510","Social Network Agression Task","","","NA","NaN","39",0,"LCID"
"511","Social Network Agression Task - Early Childhood","","","NA","NaN","39",0,"LCID"
"512","Social Network Agression Task - Stories","","","NA","NaN","39",0,"LCID"
"513","Social Responsiveness Scale","autism,autistic traits","1,1","NA","NaN","39",0,"LCID"
"514","Social Wellbeing questionnaire","","","NA","NaN","39",0,"LCID"
"515","Stop-Signal Task - Arrows","","","NA","NaN","39",0,"LCID"
"516","Stop-Signal Task - Cars","","","NA","NaN","39",0,"LCID"
"517","Strength and Difficulties Questionnaire","conduct problems,emotional problems,externalizing,hyperactivity,internalizing,mental health,peer problems,prosocial behaviour,sdq","1,1,1,1,1,1,1,1,1","NA","NaN","39",0,"LCID"
"518","Temperament in Middle Childhood Questionnaire - Discomfort, Fear, Perceptual sensitivity","","","NA","NaN","39",0,"LCID"
"519","Temperament in Middle Childhood Questionnaire - Effortful control","","","NA","NaN","39",0,"LCID"
"520","Children's Behavior Questionnaire - Discomfort, Fear, Perceptual sensitivity","","","Health,Personality and individual differences,NA","0.8,0.2,0","1,1,39",1,"LCID"
"521","Twin Social Interaction / Etch a sketch among twins","","","NA","NaN","39",0,"LCID"
"522","Twin social skills or differences","","","NA","NaN","39",0,"LCID"
"523","Tympanic Membrane Temperature","","","NA","NaN","39",0,"LCID"
"524","Visual Analogue Scale - Scanner related stress","","","NA","NaN","39",0,"LCID"
"525","Weight","","","NA","NaN","39",0,"LCID"
"526","Wildman items to screen for social desirability","","","NA","NaN","39",0,"LCID"
"527","Zygosity questionnaire","","","NA","NaN","39",0,"LCID"
"528","Children's Behavior Questionnaire - Effortful control","attention,effortful control,inhibitory control","1,1,1","NA","NaN","39",0,"LCID"
"529","CITO scores of the children","","","Life history,Cognition,Demographics,NA","0.56,0.33,0.11,0","1,1,1,39",1,"LCID"
"530","Cognitive Emotion Regulation Questoinnaire (short form)","cognition,temperament","1,1","NA","NaN","39",0,"LCID"
"531","Competentiebelevingsschaal voor Adolescenten","","","NA","NaN","39",0,"LCID"
"532","Confusion, Hubbub and Order Scale","","","NA","NaN","39",0,"LCID"
"533","Covid Open questions","","","NA","NaN","39",0,"LCID"
"534","Delay Discounting - Candy, real time","cognition,development","1,1","NA","NaN","39",0,"LCID"
"535","Delay Discounting - Marshmallow task","cognition,development","1,1","NA","NaN","39",0,"LCID"
"536","Adult Temperament Questionnaire","effortful control,orienting sensitivity,temperament","1,1,1","Personality and individual differences,NA","1,0","1,39",1,"LCID"
"537","Delay Discounting - Money, hypothetical","","","NA","NaN","39",0,"LCID"
"538","Demographic family characteristics","age,education,gender,socio-economic status","1,1,1,1","Life history,Demographics,NA","0.8,0.2,0","1,1,39",1,"LCID"
"539","Dictator Game","","","NA","NaN","39",0,"LCID"
"540","DNA sample - Genetic markers","dna,gwas?,how was the dna measure,snp?","1,1,1,1","NA","NaN","39",0,"LCID"
"541","DNA sample - Zygosity","","","NA","NaN","39",0,"LCID"
"542","Donating Task - Money","","","NA","NaN","39",0,"LCID"
"543","Donating Task - Stickers","","","NA","NaN","39",0,"LCID"
"544","Dutch Reactive and Proactive Agression Questionnaire","","","NA","NaN","39",0,"LCID"
"545","Early Adolescent Temperament Questionnaire - Discomfort, Fear, Perceptual sensitivity (these are actually items from the TMCQ)","","","NA","NaN","39",0,"LCID"
"546","Early Adolescent Temperament Questionnaire - Effortful control","","","NA","NaN","39",0,"LCID"
"547","Alabama parenting questionnaire","consistency,corporal punishment,involvement,monitoring,parenting,positive discipline,supervision","1,1,1,1,1,1,1","Parenting,NA","1,0","1,39",1,"LCID"
"548","E-diary - Daily structure and activities of the children","","","NA","NaN","39",0,"LCID"
"549","EEG during the Face Processing Task","electroencephalogram,functional","1,1","NA","NaN","39",0,"LCID"
"550","EEG during the Social Network Agression Task - Early Childhood","","","NA","NaN","39",0,"LCID"
"551","EEG during the Stop-Signal Task","","","NA","NaN","39",0,"LCID"
"552","EEG rest measurement","","","NA","NaN","39",0,"LCID"
"553","Emotion Recognition Task","","","NA","NaN","39",0,"LCID"
"554","Ethnicity","","","NA","NaN","39",0,"LCID"
"555","Faces paradigm","","","NA","NaN","39",0,"LCID"
"556","Family Assessment Device","","","NA","NaN","39",0,"LCID"
"557","Family Interaction Task","","","NA","NaN","39",0,"LCID"
"558","Attachment Script Assessment","","","NA","NaN","39",0,"LCID"
"559","Fear of Negative Evaluation","","","NA","NaN","39",0,"LCID"
"560","Feeling and Thinking Questionnaire","","","NA","NaN","39",0,"LCID"
"561","Five-minute speech","","","NA","NaN","39",0,"LCID"
"562","fMRI during the Prosocial Cyberball Task","","","NA","NaN","39",0,"LCID"
"563","fMRI during the Selfconcept Task","","","NA","NaN","39",0,"LCID"
"564","fMRI during the Social Network Agression Task","","","NA","NaN","39",0,"LCID"
"565","Hair samples - Cortisol & Pubertal hormones","","","NA","NaN","39",0,"LCID"
"566","Hairsamples","","","NA","NaN","39",0,"LCID"
"567","Headcircumference","growth,newborn","1,1","NA","NaN","39",0,"LCID"
"568","Highly Sensitive Child Scale","","","NA","NaN","39",0,"LCID"
"569","Behavioral Inhibition and Activation System","","","Personality and individual differences,NA","1,0","1,39",1,"LCID"
"570","Individual differences and preferences","","","NA","NaN","39",0,"LCID"
"571","Interpersonal Reactivity Index","","","NA","NaN","39",0,"LCID"
"572","Inventory of Callous-Unemotional Traits","","","NA","NaN","39",0,"LCID"
"573","Investment Models Scale","","","NA","NaN","39",0,"LCID"
"574","IQ - WISC","","","NA","NaN","39",0,"LCID"
"575","IQ - WPPSI","","","NA","NaN","39",0,"LCID"
"576","Language Environment Analysis","","","NA","NaN","39",0,"LCID"
"577","Length","","","NA","NaN","39",0,"LCID"
"578","Life Events","","","NA","NaN","39",0,"LCID"
"579","MRI - Highres, 3DT1, DTI, restingstate","","","NA","NaN","39",0,"LCID"
"580","Brief Symptom Inventory","anxiety,depression,hostility,interpersonal sensitivity,mental health","1,1,1,1,1","Health,NA","1,0","1,39",1,"LCID"
"581","Musical Training Questionnaire","","","NA","NaN","39",0,"LCID"
"582","MyChild - Empathy","","","NA","NaN","39",0,"LCID"
"583","MyChild - Guilt","","","NA","NaN","39",0,"LCID"
"584","MyChild - Obedience","","","NA","NaN","39",0,"LCID"
"585","Observation Evening meal","","","NA","NaN","39",0,"LCID"
"586","Olweus Bully/Victim Questionnaire","","","NA","NaN","39",0,"LCID"
"587","Pandemic Questionnaire ","","","NA","NaN","39",0,"LCID"
"588","Parenting Attitudes Questionnaire","","","NA","NaN","39",0,"LCID"
"589","Parenting Daily Hassles","","","NA","NaN","39",0,"LCID"
"590","Parenting Practices Questionnaire - Warmth/involvement","","","NA","NaN","39",0,"LCID"
"591","Buitenschoolse activiteiten (out of school activities)","","","Lifestyle,NA","1,0","1,39",1,"LCID"
"592","Parenting Scale","","","NA","NaN","39",0,"LCID"
"593","Parenting Scale - Overreactivity","","","NA","NaN","39",0,"LCID"
"594","Perceived Stress Scale","anxiety,mental health,stress","1,1,1","NA","NaN","39",0,"LCID"
"595","Pregnancy and Birth","birth,pregnancy","1,1","NA","NaN","39",0,"LCID"
"596","Previous Parenting Support","","","NA","NaN","39",0,"LCID"
"597","Prosocial Cyberball Task","","","NA","NaN","39",0,"LCID"
"598","Prosocial Cyberball Task - Owl task","","","NA","NaN","39",0,"LCID"
"599","Prosocial Cyberball Task - Prosocial vignettes","","","NA","NaN","39",0,"LCID"
"600","Pubertal Developmental Scale","","","NA","NaN","39",0,"LCID"
"601","Purdue Home Stimulation Inventory - Observation, interview","","","NA","NaN","39",0,"LCID"
"602","Cheating - Ball throwing","","","NA","NaN","39",0,"LCID"
"603","Questionnaire home environment - Daily routines (Sleep, Eat, Care, Media, Work)","family routines,parenting","1,1","NA","NaN","39",0,"LCID"
"604","Questions about schoolgoing of the twins","","","NA","NaN","39",0,"LCID"
"605","Questions about the hair sample","","","NA","NaN","39",0,"LCID"
"606","Reading ability","","","NA","NaN","39",0,"LCID"
"607","Saliva samples - Cortisol & Pubertal hormones (cheeck swab or passive drool)","biological sample,hormones","1,1","NA","NaN","39",0,"LCID"
"608","Sally-Ann Task","","","NA","NaN","39",0,"LCID"
"609","Selfconcept Task","","","NA","NaN","39",0,"LCID"
"610","Sensitive Discipline - Do","","","NA","NaN","39",0,"LCID"
"611","Sensitive Discipline - Don't","","","NA","NaN","39",0,"LCID"
"612","Sensitivity - Etch-a-Sketch","","","NA","NaN","39",0,"LCID"
"613","Cheating - Dog task","","","NA","NaN","39",0,"LCID"
"614","Sensitivity - Family game (Familygame_quartet en Familygame_roach)","","","NA","NaN","39",0,"LCID"
"615","Sensitivity - Free play","","","NA","NaN","39",0,"LCID"
"616","Sensorimotor synchronization","","","NA","NaN","39",0,"LCID"
"617","Sleep routines","routines,sleep","1,1","NA","NaN","39",0,"LCID"
"618","Sleeppatterns - Actigraph","actigraphy,sleep","1,1","NA","NaN","39",0,"LCID"
"619","Social Contact","","","NA","NaN","39",0,"LCID"
"620","Social Emotional Questionnaire","","","NA","NaN","39",0,"LCID"
"621","Social Emotional Vignettes","","","NA","NaN","39",0,"LCID"
"622","Social Media Questionnaire","","","NA","NaN","39",0,"LCID"
"623","Social media questionnaire","","","NA","NaN","39",0,"LCID"
"624","ADHD symptoms (SWAN) and Gender Identity (GI) questionnaire","adhd,attention,developmental psychology,gender,gender identity,hyperactivity,impulsivity,mental health,personality,psychiatry,psychology,psychopathology,sexuality,social identity","2,1,1,1,1,1,1,1,1,1,1,1,1,1","Personality and individual differences,mental health,Health,self identity,Demographics,gender identity,NA","0.31,0.28,0.2,0.1,0.07,0.03,0","2,2,2,1,1,1,35",2,"YOUth"
"625","Buccal","biological sample,biomarkers,buccal,genetics,omics","2,1,1,1,1","Physiology,Health,biological samples,NA","0.75,0.17,0.08,0","2,1,1,38",2,"YOUth"
"626","Bullying behavior of/towards the child","bullying,aggression,hostility,mental health,physical aggression,psychology,social environment,verbal aggression,victimization","2,1,1,1,1,1,1,1,1","mental health,Personality and individual differences,Social competence,bullying,Health,social environment,NA","0.25,0.22,0.2,0.15,0.12,0.05,0","1,2,1,1,1,1,36",2,"YOUth"
"627","Child Behavior Checklist (CBCL)","adhd,aggression,child behavior,competence,depression,developmental psychology,diagnosis,externalizing behavior,internalizing behavior,mental health,problem behavior,psychiatry,psychology,questionnaire","1,1,1,1,1,1,1,1,1,1,1,1,1,1","mental health,Health,child behavior,problem behavior,Social competence,Personality and individual differences,Life history,Cognition,NA","0.33,0.22,0.12,0.11,0.09,0.07,0.04,0.02,0","1,2,1,1,1,1,1,1,36",2,"YOUth"
"628","Child Gap antisaccade","behavioral control,eye tracking,attention,cognition,cognitive control,experiment,gaze,inhibition,self regulation,visual attention","2,2,1,1,1,1,1,1,1,1","Cognition,behavioral control,Personality and individual differences,NA","0.67,0.25,0.08,0","2,1,1,38",2,"YOUth"
"629","Child Gap prosaccade","behavioral control,eye tracking,attention,cognition,cognitive control,gaze,inhibition,self regulation,visual attention","2,2,1,1,1,1,1,1,1","Cognition,attention,behavior,Personality and individual differences,NA","0.55,0.2,0.15,0.1,0","2,1,1,1,37",2,"YOUth"
"630","Childhood Trauma Questionnaire (CTQ)","abuse,neglect,trauma,accident,childhood trauma,death,emotional trauma,life event,psychology","2,2,2,1,1,1,1,1,1","Life history,mental health,Health,NA","0.58,0.25,0.17,0","2,1,1,38",2,"YOUth"
"631","Child's report on parental behavior inventory (CRPBI)","parenting,behavior,dicipline,family relationships,parent-child relationship,parental behavior,parental control","2,1,1,1,1,1,1","Parenting,Social competence,NA","0.83,0.17,0","2,1,39",2,"YOUth"
"632","Communicative Development Inventories (N-CDI) - Dutch","language,cognition,communication,development,intelligence,language development,social competence,verbal intelligence,vocabulary","2,1,1,1,1,1,1,1,1","Cognition,language,Social competence,NA","0.67,0.25,0.08,0","2,1,1,38",2,"YOUth"
"633","Competentie belevingsschaal - adolescent (CBSA)","personality,self identity,social competence,behavior,body image,emotion,emotion regulation,externalizing behavior,problem behavior,self esteem,self persception,self worth","2,2,2,1,1,1,1,1,1,1,1,1","Personality and individual differences,Social competence,mental health,identity,self perception,NA","0.43,0.2,0.17,0.15,0.05,0","2,1,1,1,1,36",2,"YOUth"
"634","Comprehensive Early Childhood Parenting Questionnaire (CECPAQ)","affection,parenting,affiliation,behavior,discipline,early childhood,emotional sensitivity,parent-child interaction,parent-child relationship,parental behavior,parental support,support","2,2,1,1,1,1,1,1,1,1,1,1","Parenting,Personality and individual differences,NA","0.83,0.17,0","2,1,39",2,"YOUth"
"635","Adult Self Report (ASR)","adhd,mental health,aggression,anxiety,depression,diagnosis,externalizing behavior,internalizing behavior,psychiatry,psychology,psychopathology","2,2,1,1,1,1,1,1,1,1,1","Health,mental health,Life history,Lifestyle,NA","0.42,0.33,0.17,0.08,0","2,1,1,1,38",2,"YOUth"
"636","Cordblood","biological sample,biomarkers,birth,genetics,omics,pregnancy,psysiology","2,1,1,1,1,1,1","Physiology,biological samples,NA","0.83,0.17,0","2,1,38",2,"YOUth"
"637","Cyberball","prosocial behavior,social competence,social exclusion,cognition,empathy,emphathy,experiment,social cognition,social environment","2,2,2,1,1,1,1,1,1","Social competence,Cognition,Personality and individual differences,NA","0.38,0.33,0.29,0","2,2,2,39",2,"YOUth"
"638","Daily care","parenting,child care,daily care,demographics,lifestyle,parental behavior","2,1,1,1,1,1","Parenting,Demographics,Life history,Lifestyle,NA","0.33,0.25,0.25,0.17,0","1,1,1,1,39",2,"YOUth"
"639","Demographics","demographics,education,religion,age,ethnicity,family,family composition,household,income,language,lifestyle,ses,sex,social economic status","2,2,2,1,1,1,1,1,1,1,1,1,1,1","Demographics,Life history,Lifestyle,NA","0.75,0.17,0.08,0","2,1,1,39",2,"YOUth"
"640","Diffusion Tensor Imaging (DTI)","mri,brain connectivity,brain development,brain imaging,brain scanning,dti,functional imaging,imaging,physiology,white matter","2,1,1,1,1,1,1,1,1,1","Physiology,NA","1,0","2,39",2,"YOUth"
"641","Discount (Delay Gratification)","inhibition,behavioral control,cognition,cognitive control,delay gratification,experiment,self control,self regulation","2,1,1,1,1,1,1,1","Personality and individual differences,Cognition,behavioral control,self regulation,NA","0.4,0.35,0.2,0.05,0","2,2,1,1,37",2,"YOUth"
"642","Early adolescent temperament questionnaire - revised (EATQ-R)","self regulation,temperament,attention,emotion regulation,impulsivitiy,inhibition,personality,phobias,reward seeking,reward sensitivity","2,2,1,1,1,1,1,1,1,1","Personality and individual differences,self regulation,Cognition,NA","0.75,0.17,0.08,0","2,1,1,38",2,"YOUth"
"643","Echo/3D Ultrasound","imaging,pregnancy,3d ultrasound,brain development,echo,fetal brain development,fetal development,gestational age,neurosonography,physiology,ultrasound","2,2,1,1,1,1,1,1,1,1,1","Physiology,Health,NA","0.83,0.17,0","2,1,39",2,"YOUth"
"644","Edinburgh Postnatal Depression Scale (EPDS)","depression,postnatal depression,pregnancy,birth,diagnosis,mental health,postpartum depression,psychiatry,psychology,psychopathology,symptoms","2,2,2,1,1,1,1,1,1,1,1","mental health,Health,pregnancy,Life history,psychopathology,NA","0.35,0.32,0.15,0.12,0.05,0","2,2,1,1,1,35",2,"YOUth"
"645","EEG coherence","brain development,eeg,brain connectivity,brain imaging,connectivity,connectome,functional imaging,imaging,infant","2,2,1,1,1,1,1,1,1","Physiology,brain functioning,NA","0.83,0.17,0","2,1,38",2,"YOUth"
